样本编号,来源文件,决策时刻,主玩家ID,主玩家队伍,主玩家角色,决策日志,决策内容,决策参数1,决策参数2,主玩家位置X,主玩家位置Y,主玩家位置Z,主玩家武器偏航角,主玩家武器俯仰角,主玩家速度X,主玩家速度Y,主玩家速度Z,主玩家速度大小,主玩家相机X坐标,主玩家相机Y坐标,主玩家相机Z坐标,主玩家视野范围,主玩家开镜状态,主玩家Buff数量,主玩家Buff列表,当前已追踪玩家数量,敌方玩家数量,队友玩家数量,敌人平均距离,队友平均距离,10米内敌人数,20米内敌人数,10米内队友数,20米内队友数,最近敌人ID,最近敌人队伍,最近敌人角色,最近敌人距离,最近敌人相对位置X,最近敌人相对位置Y,最近敌人相对位置Z,最近敌人位置X,最近敌人位置Y,最近敌人位置Z,最近敌人武器偏航角,最近敌人武器俯仰角,最近敌人速度X,最近敌人速度Y,最近敌人速度Z,最近敌人速度大小,最近敌人相机X坐标,最近敌人相机Y坐标,最近敌人相机Z坐标,最近敌人视野范围,最近敌人开镜状态,最近敌人Buff数量,最近敌人Buff列表,最近队友ID,最近队友队伍,最近队友角色,最近队友距离,最近队友相对位置X,最近队友相对位置Y,最近队友相对位置Z,最近队友位置X,最近队友位置Y,最近队友位置Z,最近队友武器偏航角,最近队友武器俯仰角,最近队友速度X,最近队友速度Y,最近队友速度Z,最近队友速度大小,最近队友相机X坐标,最近队友相机Y坐标,最近队友相机Z坐标,最近队友视野范围,最近队友开镜状态,最近队友Buff数量,最近队友Buff列表
638,task/0638.txt,20.0,5742,2,露娜,,,,,6658.0,-209.2,-4502.7,295.9,342.8,-2.7,0.0,0.8,2.816025568065745,6658.0,-208.6,-4502.7,90.0,0.0,0,,18,7,2,50.36472641766674,33.57745147340767,0,0,0,0,2444,5,蜂医,35.87115833089308,15.600000000000364,12.699999999999989,-29.699999999999818,6673.6,-196.5,-4532.4,355.4,356.4,0.0,0.1,0.6,0.6082762530298219,6673.6,-196.1,-4532.0,90.0,0.0,12,1000；1001；1002；991；992；993；994；995；996；997；998；999,9926,2,威龙,29.692254882376208,-21.5,-10.300000000000011,-17.699999999999818,6636.5,-219.5,-4520.4,64.3,358.9,1.0,0.0,-0.4,1.077032961426901,6636.5,-218.8,-4520.4,100.0,0.0,0,
639,task/0639.txt,20.0,1946,6,无名,,,,,3355.1,-169.7,-7727.2,236.2,353.7,-2.2,0.0,-3.3,3.966106403010388,3355.1,-169.0,-7727.2,95.0,0.0,2,338；339,15,13,1,398.53650402232336,29.735836964847298,0,0,0,0,1177,1,比特,221.16208987979834,-23.09999999999991,14.099999999999994,-219.5,3332.0,-155.6,-7946.7,18.2,355.2,4.7,0.0,-0.1,4.701063709417264,3332.0,-155.0,-7946.7,90.0,0.0,0,,1545,6,无名,29.735836964847298,7.0,-0.10000000000002274,28.899999999999636,3362.1,-169.8,-7698.3,245.1,2.2,-2.8,0.0,-7.0,7.539230729988305,3362.1,-169.2,-7698.3,104.8,0.0,0,
640,task/0640.txt,20.0,1946,6,无名,,,,,3352.6,-160.3,-7723.7,81.3,337.3,-0.4,0.0,1.6,1.6492422502470645,3352.6,-160.3,-7723.7,95.0,0.0,4,411；412；413；414,15,13,1,376.20947243183,15.764199947983231,0,0,0,1,5868,1,红狼,225.96709937510852,60.90000000000009,1.6000000000000227,-217.60000000000036,3413.5,-158.7,-7941.3,353.7,350.1,1.2,0.0,-0.1,1.2041594578792296,3413.5,-158.1,-7941.3,84.0,0.0,0,,1545,6,无名,15.764199947983231,0.900000000000091,1.1000000000000227,-15.699999999999818,3353.5,-159.2,-7739.4,299.4,324.4,0.0,0.0,0.0,0.0,3353.5,-158.5,-7739.4,104.8,0.0,0,
641,task/0641.txt,20.0,1946,6,无名,,,,,3380.3,-174.3,-7609.1,-69.2,0.0,0.0,0.0,0.0,0.0,3380.3,-173.6,-7609.1,90.0,0.0,8,26；27；28；29；30；40；6；7,15,13,1,419.0214595502084,2.071231517720602,0,0,1,1,9453,2,50003,341.9001754898641,304.1999999999998,4.700000000000017,-156.0,3684.5,-169.6,-7765.1,-29.2,0.0,0.0,0.0,0.0,0.0,3684.5,-168.9,-7765.1,90.0,0.0,1,25,1545,6,无名,2.071231517720602,-1.900000000000091,0.20000000000001705,-0.7999999999992724,3378.4,-174.1,-7609.9,-69.2,0.0,0.0,0.0,0.0,0.0,3378.4,-173.5,-7609.9,90.0,0.0,2,10；11
642,task/0642.txt,19.95,0853,6,威龙,,,,,3199.4,-163.9,-7640.0,0.0,0.0,0.0,0.0,0.0,0.0,3199.4,-164.0,-7640.0,89.9,0.0,0,,13,3,0,623.3911337507761,,0,0,0,0,5188,4,无名,510.16202328279985,443.0,-2.6999999999999886,-253.0,3642.4,-166.6,-7893.0,110.7,294.5,0.0,0.0,0.0,0.0,3642.4,-165.9,-7893.0,90.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,0,
643,task/0643.txt,20.0,3681,3,骇爪,,,,,3693.3,-250.3,-4521.3,48.6,0.0,0.0,0.0,0.0,0.0,3693.3,-249.7,-4521.3,90.0,0.0,13,101；102；28；29；41；44；45；46；47；48；49；50；51,20,17,2,247.8117228868914,2.031806725741345,0,0,2,2,3910,5,骇爪,162.75653596706937,149.0999999999999,2.8000000000000114,65.19999999999982,3842.4,-247.5,-4456.1,142.9,0.0,0.0,0.0,0.0,0.0,3842.4,-246.8,-4456.1,90.0,0.0,13,117；118；33；34；43；84；85；86；87；88；89；90；91,2703,3,疾风,1.6552945357246078,-1.5,0.0,0.6999999999998181,3691.8,-250.3,-4520.6,16.5,0.0,0.0,0.0,0.0,0.0,3691.8,-249.7,-4520.6,90.0,0.0,16,103；105；35；36；42；72；73；74；75；76；77；78；79；80；81；82
644,task/0644.txt,20.0,5400,4,威龙,,,,,6530.1,-223.0,-4565.3,0.3,359.2,7.6,0.5,0.0,7.616429609731846,6530.1,-222.4,-4565.3,120.0,0.0,1,285,16,13,2,255.64394842474707,9.706546310170165,0,0,1,2,1470,7,露娜,105.85367258626395,-64.0,4.400000000000006,-84.19999999999982,6466.1,-218.6,-4649.5,56.9,346.9,1.6,-11.0,1.9,11.276967677527502,6466.1,-218.0,-4649.5,90.0,0.0,0,,8645,4,露娜,8.130805618140977,7.899999999999636,0.30000000000001137,-1.8999999999996362,6538.0,-222.7,-4567.2,1.9,349.8,0.3,0.0,0.0,0.3,6538.0,-222.0,-4567.2,90.0,0.0,11,260；261；264；265；266；267；268；269；270；281；284
645,task/0645.txt,20.0,5801,7,银翼,,,,,3962.5,-250.3,-4555.5,109.9,0.0,0.0,0.0,0.0,0.0,3962.5,-249.7,-4555.5,90.0,0.0,10,18；36；37；38；39；40；41；42；43；61,19,17,1,289.0128404649603,3.623534186398442,0,0,1,1,0287,3,银翼,155.2581398832282,-118.90000000000009,2.8000000000000114,99.80000000000018,3843.6,-247.5,-4455.7,140.9,0.0,0.0,0.0,0.0,0.0,3843.6,-246.8,-4455.7,90.0,0.0,8,194；195；196；197；198；199；200；6,3466,7,银翼,3.623534186398442,1.699999999999818,0.0,-3.199999999999818,3964.2,-250.3,-4558.7,109.9,0.0,0.0,0.0,0.0,0.0,3964.2,-249.7,-4558.7,90.0,0.0,9,11；62；63；64；65；66；67；68；95
646,task/0646.txt,20.0,7072,1,威龙,,,,,6638.1,-211.0,-4300.4,336.9,352.8,5.0,-3.3,-5.2,7.9328431221095,6638.1,-210.3,-4300.4,82.6,0.0,5,261；262；263；264；266,18,15,2,396.8972363528592,1.1803952010745369,0,0,2,2,1219,2,露娜,302.73686594136484,267.59999999999945,-15.599999999999994,-140.70000000000073,6905.7,-226.6,-4441.1,214.0,0.2,0.0,0.0,0.0,0.0,6905.7,-226.7,-4441.1,90.0,0.0,0,,8207,1,露娜,1.0723805294764164,0.5,-0.9000000000000057,-0.3000000000001819,6638.6,-211.9,-4300.7,332.5,355.5,1.8,-0.4,-4.8,5.141984052872976,6638.6,-211.3,-4300.7,90.0,0.0,0,
647,task/0647.txt,20.0,5801,7,银翼,,,,,3829.5,-247.7,-4576.0,201.2,355.9,0.0,0.0,0.0,0.0,3829.6,-247.1,-4576.0,110.0,0.0,0,,19,13,1,215.53306594450743,2.833725463061035,0,0,1,1,7649,5,疾风,85.67940242555386,-81.59999999999991,-5.200000000000017,-25.600000000000364,3747.9,-252.9,-4601.6,252.8,357.4,0.0,-5.2,0.0,5.2,3747.9,-252.5,-4601.6,89.0,0.0,6,1000；984；996；997；998；999,3466,7,银翼,2.833725463061035,1.300000000000182,-0.30000000000001137,-2.5,3830.8,-248.0,-4578.5,179.1,359.9,0.0,0.0,0.0,0.0,3830.8,-248.1,-4578.5,110.0,0.0,1,1001
648,task/0648.txt,20.0,3277,7,蜂医,,,,,6469.8,-221.2,-4702.4,352.6,354.0,3.3,0.0,-0.4,3.324154027718932,6469.8,-220.5,-4702.4,90.0,0.0,0,,16,8,2,319.8273060426069,32.07522674043169,0,0,0,1,8796,5,红狼,281.0605272890518,245.39999999999964,11.899999999999977,136.5,6715.2,-209.3,-4565.9,50.6,359.7,1.9,0.0,6.8,7.0604532432415406,6715.2,-208.6,-4565.9,94.9,0.0,0,,1470,7,露娜,12.58292493818451,8.199999999999818,5.5,7.799999999999272,6478.0,-215.7,-4694.6,311.1,341.3,0.0,0.0,0.0,0.0,6478.0,-215.1,-4694.6,90.0,0.0,0,
649,task/0649.txt,19.95,5801,7,银翼,,,,,3829.5,-247.7,-4576.1,292.9,351.3,0.0,0.0,0.0,0.0,3829.5,-247.1,-4576.1,110.0,0.0,1,950,19,13,1,211.0710307704147,2.839013913315144,0,0,1,1,8515,5,骇爪,36.073536006329796,-33.19999999999982,0.5,-14.099999999999454,3796.3,-247.2,-4590.2,276.3,5.5,0.0,-9.2,0.0,9.2,3796.3,-247.3,-4590.2,100.0,0.0,0,,3466,7,银翼,2.839013913315144,1.099999999999909,-0.30000000000001137,-2.5999999999994543,3830.6,-248.0,-4578.7,157.4,4.3,0.0,0.0,0.0,0.0,3830.6,-248.1,-4578.7,77.3,0.0,0,
650,task/0650.txt,20.0,8131,1,露娜,,,,,6629.8,-210.9,-4292.0,132.7,359.0,-1.6,0.2,1.7,2.3430749027719964,6629.8,-210.3,-4292.0,90.0,0.0,10,1163；1164；1165；1166；1167；1168；1169；1170；1171；1172,18,0,2,,40.47027905703817,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,0274,1,威龙,23.458473948660465,16.899999999999636,-1.5,-16.199999999999818,6646.7,-212.4,-4308.2,138.9,356.2,-2.8,3.0,2.4,4.753945729601885,6646.7,-211.8,-4308.2,90.9,0.0,3,1173；1174；1175
651,task/0651.txt,20.0,3681,3,骇爪,,,,,3693.3,-250.3,-4521.3,48.6,0.0,0.0,0.0,0.0,0.0,3693.3,-249.7,-4521.3,90.0,0.0,13,101；102；28；29；41；44；45；46；47；48；49；50；51,20,17,2,247.8117228868914,2.031806725741345,0,0,2,2,3910,5,骇爪,162.75653596706937,149.0999999999999,2.8000000000000114,65.19999999999982,3842.4,-247.5,-4456.1,142.9,0.0,0.0,0.0,0.0,0.0,3842.4,-246.8,-4456.1,90.0,0.0,13,117；118；33；34；43；84；85；86；87；88；89；90；91,2703,3,疾风,1.6552945357246078,-1.5,0.0,0.6999999999998181,3691.8,-250.3,-4520.6,16.5,0.0,0.0,0.0,0.0,0.0,3691.8,-249.7,-4520.6,90.0,0.0,16,103；105；35；36；42；72；73；74；75；76；77；78；79；80；81；82
652,task/0652.txt,19.95,1946,6,无名,,,,,3353.5,-159.2,-7748.8,242.4,349.9,-0.1,0.0,-0.1,0.14142135623730953,3353.5,-158.5,-7748.8,95.0,0.0,12,400；401；402；403；404；405；406；407；411；412；413；414,15,13,1,367.62635748292126,31.87898994635843,0,0,0,0,1177,1,比特,198.7342446585389,-3.199999999999818,9.099999999999994,-198.5,3350.3,-150.1,-7947.3,264.0,310.7,0.0,0.0,0.0,0.0,3350.3,-149.5,-7947.3,90.0,0.0,0,,1545,6,无名,31.87898994635843,0.09999999999990905,-10.5,30.100000000000364,3353.6,-169.7,-7718.7,295.1,356.3,3.2,0.0,-6.8,7.515317691222374,3353.6,-169.0,-7718.7,104.8,0.0,0,
653,task/0653.txt,20.0,1946,6,无名,,,,,3380.3,-174.3,-7609.1,-69.2,0.0,0.0,0.0,0.0,0.0,3380.3,-173.6,-7609.1,90.0,0.0,8,26；27；28；29；30；40；6；7,15,13,1,419.0214595502084,2.071231517720602,0,0,1,1,9453,2,50003,341.9001754898641,304.1999999999998,4.700000000000017,-156.0,3684.5,-169.6,-7765.1,-29.2,0.0,0.0,0.0,0.0,0.0,3684.5,-168.9,-7765.1,90.0,0.0,1,25,1545,6,无名,2.071231517720602,-1.900000000000091,0.20000000000001705,-0.7999999999992724,3378.4,-174.1,-7609.9,-69.2,0.0,0.0,0.0,0.0,0.0,3378.4,-173.5,-7609.9,90.0,0.0,2,10；11
654,task/0654.txt,20.0,9190,3,蜂医,,,,,3672.6,-161.6,-7890.8,173.3,354.2,0.0,0.0,0.0,0.0,3672.6,-161.6,-7890.8,120.0,0.0,8,891；892；893；894；895；896；897；898,14,3,2,534.8571037400392,17.601616252975834,0,0,1,1,8701,5,蜂医,533.144220638281,-471.1999999999998,-3.5999999999999943,249.40000000000055,3201.4,-165.2,-7641.4,251.0,1.6,0.0,0.0,0.0,0.0,3201.4,-164.6,-7641.4,95.2,0.0,0,,4458,3,蝶,2.167948338867775,-2.099999999999909,0.5,0.1999999999998181,3670.5,-161.1,-7890.6,29.7,338.6,0.0,0.0,0.0,0.0,3670.5,-160.5,-7890.6,90.0,0.0,2,901；902
655,task/0655.txt,20.0,0853,6,威龙,,,,,3199.4,-163.9,-7640.0,0.0,0.0,0.0,0.0,0.0,0.0,3199.4,-164.0,-7640.0,89.9,0.0,0,,13,3,0,616.8118536018347,,0,0,0,0,2386,4,蝶,512.7093816188661,452.9000000000001,2.9000000000000057,-240.30000000000018,3652.3,-161.0,-7880.3,149.3,355.7,0.0,0.0,0.0,0.0,3652.3,-160.6,-7880.3,90.0,0.0,2,1436；1437,,,,,,,,,,,,,,,,,,,,,,0,
656,task/0656.txt,20.0,5801,7,银翼,,,,,3962.5,-250.3,-4555.5,109.9,0.0,0.0,0.0,0.0,0.0,3962.5,-249.7,-4555.5,90.0,0.0,10,18；36；37；38；39；40；41；42；43；61,19,17,1,289.0128404649603,3.623534186398442,0,0,1,1,0287,3,银翼,155.2581398832282,-118.90000000000009,2.8000000000000114,99.80000000000018,3843.6,-247.5,-4455.7,140.9,0.0,0.0,0.0,0.0,0.0,3843.6,-246.8,-4455.7,90.0,0.0,8,194；195；196；197；198；199；200；6,3466,7,银翼,3.623534186398442,1.699999999999818,0.0,-3.199999999999818,3964.2,-250.3,-4558.7,109.9,0.0,0.0,0.0,0.0,0.0,3964.2,-249.7,-4558.7,90.0,0.0,9,11；62；63；64；65；66；67；68；95
657,task/0657.txt,20.0,8304,4,30008,,,,,3815.4,-247.0,-4627.6,104.4,358.0,0.0,0.0,0.0,0.0,3815.0,-246.4,-4627.8,67.4,0.0,0,,20,13,2,156.51113566459864,22.77046688190915,1,2,0,1,3199,8,骇爪,5.874521257089969,-5.700000000000273,0.9000000000000057,-1.0999999999994543,3809.7,-246.1,-4628.7,206.7,350.8,0.0,0.0,-0.1,0.1,3809.7,-245.5,-4628.7,100.0,0.0,0,,9956,4,骇爪,18.804254837669042,-16.40000000000009,0.0,-9.199999999999818,3799.0,-247.0,-4636.8,72.2,0.7,-0.1,0.0,0.5,0.5099019513592785,3799.0,-246.4,-4636.8,120.0,0.0,2,1000；998
658,task/0658.txt,20.0,1946,6,无名,,,,,3383.8,-169.9,-7823.5,202.5,359.9,-3.6,0.0,-1.5,3.9,3383.8,-169.2,-7823.5,95.0,0.0,1,597,15,13,1,334.2334733071076,3.832753579347407,0,0,1,1,9179,1,露娜,24.041214611579516,-19.100000000000364,0.09999999999999432,-14.600000000000364,3364.7,-169.8,-7838.1,52.2,354.9,0.2,0.0,-0.1,0.223606797749979,3364.7,-169.1,-7838.1,90.0,0.0,1,600,1545,6,无名,3.832753579347407,-2.100000000000364,-0.19999999999998863,-3.199999999999818,3381.7,-170.1,-7826.7,174.2,358.1,0.0,0.0,0.0,0.0,3381.8,-169.7,-7826.7,104.8,0.0,0,
659,task/0659.txt,20.0,8184,2,骇爪,,,,,3655.4,-250.7,-4721.4,239.2,354.3,-3.5,0.0,-6.5,7.3824115301167,3655.4,-250.0,-4721.4,100.0,0.0,0,,20,13,2,231.50416644964278,21.85306164115411,0,0,0,1,9267,1,红狼,105.80500933320731,-69.5,11.799999999999983,-78.90000000000055,3585.9,-238.9,-4800.3,50.0,0.0,0.0,0.0,0.0,0.0,3585.9,-238.2,-4800.3,90.0,0.0,0,,6138,2,比特,11.23921705458136,3.599999999999909,5.0,9.399999999999636,3659.0,-245.7,-4712.0,8.2,351.9,0.0,0.0,0.0,0.0,3659.0,-245.7,-4712.0,78.9,0.0,0,
660,task/0660.txt,20.0,8304,4,30008,,,,,3837.0,-254.9,-4706.6,77.9,0.0,0.0,0.0,0.0,0.0,3837.0,-254.2,-4706.6,90.0,0.0,17,13；14；20；40；41；42；43；44；45；46；47；48；49；50；51；52；53,20,17,2,267.8165504267346,4.662258736233851,0,0,2,2,2595,7,威龙,105.03494656541697,98.0,4.700000000000017,37.5,3935.0,-250.2,-4669.1,140.2,0.0,0.0,0.0,0.0,0.0,3935.0,-249.6,-4669.1,90.0,0.0,3,36；37；38,1460,4,蝶,3.7013511046641674,3.699999999999818,0.09999999999999432,0.0,3840.7,-254.8,-4706.6,77.9,0.0,0.0,0.0,0.0,0.0,3840.7,-254.1,-4706.6,90.0,0.0,2,18；19
661,task/0661.txt,20.0,8304,4,30008,,,,,3789.5,-247.0,-4608.1,285.3,350.8,-0.3,0.0,-3.4,3.413209633175202,3789.5,-246.4,-4608.1,120.0,0.0,1,435,20,17,2,201.05776862290045,12.14503944355106,0,1,0,2,0997,5,无名,19.682733549992307,14.599999999999909,-12.899999999999977,-2.7999999999992724,3804.1,-259.9,-4610.9,11.3,355.8,1.9,0.0,0.4,1.9416487838947598,3804.1,-259.3,-4610.9,90.0,0.0,0,,9956,4,骇爪,10.346980235798233,4.099999999999909,0.0,9.5,3793.6,-247.0,-4598.6,166.2,358.4,0.0,0.0,0.1,0.1,3793.7,-246.4,-4598.2,77.3,0.0,1,403
662,task/0662.txt,20.0,3681,3,骇爪,,,,,3693.3,-250.3,-4521.3,48.6,0.0,0.0,0.0,0.0,0.0,3693.3,-249.7,-4521.3,90.0,0.0,13,101；102；28；29；41；44；45；46；47；48；49；50；51,20,17,2,247.8117228868914,2.031806725741345,0,0,2,2,3910,5,骇爪,162.75653596706937,149.0999999999999,2.8000000000000114,65.19999999999982,3842.4,-247.5,-4456.1,142.9,0.0,0.0,0.0,0.0,0.0,3842.4,-246.8,-4456.1,90.0,0.0,13,117；118；33；34；43；84；85；86；87；88；89；90；91,2703,3,疾风,1.6552945357246078,-1.5,0.0,0.6999999999998181,3691.8,-250.3,-4520.6,16.5,0.0,0.0,0.0,0.0,0.0,3691.8,-249.7,-4520.6,90.0,0.0,16,103；105；35；36；42；72；73；74；75；76；77；78；79；80；81；82
663,task/0663.txt,20.0,1723,8,骇爪,,,,,3647.7,-247.3,-4425.7,10.2,343.8,7.2,-0.6,0.9,7.280796659706959,3647.7,-246.7,-4425.7,99.0,0.0,0,,20,6,2,233.55736798881625,6.176793194975331,0,0,2,2,8515,5,骇爪,167.91131587835295,151.4000000000001,4.0,72.5,3799.1,-243.3,-4353.2,292.4,356.9,-2.3,0.0,-0.8,2.435159132377184,3799.1,-242.6,-4353.2,100.0,0.0,8,1715；1716；1717；1718；1719；1720；1721；1722,1397,8,比特,3.3015148038438493,2.700000000000273,0.0,1.8999999999996362,3650.4,-247.3,-4423.8,67.6,342.5,0.9,0.0,2.1,2.2847319317591728,3650.4,-246.7,-4423.8,120.0,0.0,0,
664,task/0664.txt,20.0,5801,7,银翼,,,,,3829.5,-247.7,-4576.0,201.2,355.9,0.0,0.0,0.0,0.0,3829.6,-247.1,-4576.0,110.0,0.0,0,,19,13,1,215.53306594450743,2.833725463061035,0,0,1,1,7649,5,疾风,85.67940242555386,-81.59999999999991,-5.200000000000017,-25.600000000000364,3747.9,-252.9,-4601.6,252.8,357.4,0.0,-5.2,0.0,5.2,3747.9,-252.5,-4601.6,89.0,0.0,6,1000；984；996；997；998；999,3466,7,银翼,2.833725463061035,1.300000000000182,-0.30000000000001137,-2.5,3830.8,-248.0,-4578.5,179.1,359.9,0.0,0.0,0.0,0.0,3830.8,-248.1,-4578.5,110.0,0.0,1,1001
665,task/0665.txt,20.0,5801,7,银翼,,,,,3825.9,-249.1,-4574.5,359.9,356.6,7.9,5.0,0.0,9.34933152690608,3825.9,-248.5,-4574.5,110.0,0.0,0,,19,13,1,185.850449831793,6.819824044651173,0,0,1,1,7649,5,疾风,26.527909830968287,-8.900000000000091,-5.400000000000006,-24.399999999999636,3817.0,-254.5,-4598.9,298.1,318.5,3.0,0.9,3.5,4.696807426326951,3817.0,-253.8,-4598.9,89.0,0.0,1,885,3466,7,银翼,6.819824044651173,-5.900000000000091,0.9000000000000057,-3.300000000000182,3820.0,-248.2,-4577.8,262.8,4.0,0.9,0.0,-0.1,0.9055385138137417,3820.0,-248.2,-4577.7,110.0,0.0,0,
666,task/0666.txt,20.0,5801,7,银翼,,,,,3834.9,-248.2,-4577.4,255.3,6.0,-0.0,0.0,-0.1,0.1,3834.9,-248.2,-4577.4,110.0,0.0,0,,19,16,1,189.75220314026305,16.702694393420757,0,0,0,1,7649,5,疾风,55.214038070041894,-40.70000000000027,0.8999999999999773,-37.30000000000018,3794.2,-247.3,-4614.7,307.7,359.6,2.7,0.0,-15.6,15.831929762350514,3794.2,-246.9,-4614.7,89.0,0.0,7,663；664；671；672；675；676；677,3466,7,银翼,16.702694393420757,-16.700000000000273,0.0,-0.3000000000001819,3818.2,-248.2,-4577.7,285.5,3.4,0.0,0.0,0.0,0.0,3818.2,-248.2,-4577.7,110.0,0.0,0,
667,task/0667.txt,20.0,2443,6,红狼,,,,,6675.1,-197.2,-4529.3,248.4,346.8,-3.9,0.0,-6.2,7.324616030891995,6675.1,-196.6,-4529.3,120.0,0.0,10,1470；1471；1472；1473；1474；1475；1476；1477；1478；1479,18,3,0,109.6351102791375,,2,2,0,0,9688,2,红狼,3.797367509209273,0.2999999999992724,-0.8000000000000114,-3.699999999999818,6675.4,-198.0,-4533.0,74.5,360.0,0.0,0.0,0.0,0.0,6675.4,-197.3,-4533.0,114.6,0.0,1,1485,,,,,,,,,,,,,,,,,,,,,,0,
668,task/0668.txt,20.0,2121,4,露娜,,,,,3660.2,-161.1,-7897.1,25.3,0.0,0.0,0.0,0.0,0.0,3660.2,-160.5,-7897.1,106.1,0.0,1,632,13,6,2,214.6395604234739,5.958024092420735,0,0,1,2,0108,6,红狼,64.30520974229034,-60.19999999999982,-0.5999999999999943,-22.599999999999454,3600.0,-161.7,-7919.7,7.0,355.7,0.1,0.6,-0.9,1.0862780491200217,3600.0,-161.3,-7919.7,120.0,0.0,0,,0124,4,疾风,0.84852813742405,-0.599999999999909,0.0,0.6000000000003638,3659.6,-161.1,-7896.5,295.3,360.0,0.0,0.0,0.0,0.0,3659.6,-160.5,-7896.5,85.0,0.0,0,
669,task/0669.txt,20.0,5801,7,银翼,,,,,3834.9,-248.2,-4577.4,255.3,6.0,-0.0,0.0,-0.1,0.1,3834.9,-248.2,-4577.4,110.0,0.0,0,,19,16,1,190.0887991647845,16.702694393420757,0,0,0,1,7649,5,疾风,56.435892834259754,-39.59999999999991,0.8999999999999773,-40.20000000000073,3795.3,-247.3,-4617.6,310.7,0.1,0.6,0.0,-0.6,0.848528137423857,3795.3,-246.9,-4617.6,89.0,0.0,7,663；664；671；672；675；676；677,3466,7,银翼,16.702694393420757,-16.700000000000273,0.0,-0.3000000000001819,3818.2,-248.2,-4577.7,285.5,3.4,0.0,0.0,0.0,0.0,3818.2,-248.2,-4577.7,110.0,0.0,0,
670,task/0670.txt,20.0,2074,4,蝶,,,,,3934.7,-137.4,-7432.8,302.0,357.5,3.0,4.4,-4.7,7.102816342831906,3934.7,-136.8,-7432.8,84.0,0.0,0,,14,12,1,596.0817709222532,4.574931693479061,0,0,1,1,5737,5,蜂医,282.34158390148616,-218.5999999999999,-30.900000000000006,-176.0,3716.1,-168.3,-7608.8,334.8,349.4,3.3,0.7,-1.6,3.7336309405188937,3716.1,-167.6,-7608.8,90.0,0.0,0,,3903,4,蜂医,4.574931693479061,4.0,-0.29999999999998295,-2.199999999999818,3938.7,-137.7,-7435.0,294.9,359.7,7.1,0.0,-15.3,16.867127793433,3938.7,-137.0,-7435.0,84.0,0.0,0,
671,task/0671.txt,20.0,5268,4,威龙,,,,,6639.6,-198.7,-4586.6,233.5,346.9,0.0,0.0,0.0,0.0,6639.6,-198.0,-4586.6,104.8,0.0,1,466,16,10,2,181.80401175494126,72.40453099567306,0,0,0,0,1876,6,露娜,64.5638443712893,5.199999999999818,-20.80000000000001,60.900000000000546,6644.8,-219.5,-4525.7,119.0,338.3,0.0,0.0,0.0,0.0,6644.9,-218.8,-4525.7,90.0,0.0,0,,7391,4,蝶,53.39035493420136,38.19999999999982,0.0,37.30000000000018,6677.8,-198.7,-4549.3,46.4,319.7,0.4,0.0,-0.4,0.5656854249492381,6677.8,-198.1,-4549.3,90.0,0.0,0,
672,task/0672.txt,20.0,8131,1,露娜,,,,,6603.1,-206.8,-4155.7,212.3,1.2,0.0,0.0,0.0,0.0,6603.1,-206.1,-4155.7,90.0,0.0,2,1271；1272,18,0,2,,2.5269212224500524,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,0,,0274,1,威龙,2.0124611797502174,-1.800000000000182,0.0,-0.9000000000005457,6601.3,-206.8,-4156.6,213.1,5.0,-1.5,0.0,-1.8,2.3430749027719964,6601.3,-206.1,-4156.6,66.2,0.0,0,
673,task/0673.txt,20.0,1946,6,无名,,,,,3383.8,-169.8,-7821.8,188.3,359.9,0.0,0.0,0.0,0.0,3383.8,-169.2,-7821.8,31.9,0.0,0,,15,13,1,336.43044806726476,3.9673668849757484,0,0,1,1,9179,1,露娜,42.41815648988018,-26.5,1.200000000000017,-33.099999999999454,3357.3,-168.6,-7854.9,63.0,357.3,1.7,-0.0,3.4,3.8013155617496426,3357.3,-168.0,-7854.9,90.0,0.0,0,,1545,6,无名,3.9673668849757484,-1.1000000000003638,-0.29999999999998295,-3.800000000000182,3382.7,-170.1,-7825.6,262.7,353.4,-0.3,0.0,-2.7,2.716615541441225,3382.7,-169.7,-7825.6,104.8,0.0,1,571
674,task/0674.txt,20.0,3197,1,蜂医,,,,,6657.9,-219.6,-4617.9,120.2,4.0,-1.8,-0.1,3.2,3.6728735344413916,6657.9,-219.0,-4617.9,90.0,0.0,8,429；430；431；432；433；458；459；460,16,15,0,177.40652543640925,,0,0,0,0,9265,5,威龙,32.316559222788,-20.399999999999636,16.799999999999983,18.599999999999454,6637.5,-202.8,-4599.3,92.0,353.3,-0.1,0.0,3.1,3.1016124838541645,6637.5,-202.2,-4599.3,103.4,0.0,14,417；418；419；420；424；445；446；447；451；452；453；454；455；462,,,,,,,,,,,,,,,,,,,,,,0,
